Date,Max Temperature (F),Min Temperature (F),Humidity (%),Weather,Description,Rainfall (mm),Pressure (hPa),Wind Speed (m/s),Wind Direction (°),Clouds (%)
11/03/2023 20:00:00,66.54,62.22,75,Clear,clear sky,0.0,1019,0.51,0,0
11/03/2023 21:00:00,65.55,61.66,75,Clouds,few clouds,0.0,1019,1.03,0,20
11/03/2023 22:00:00,64.62,62.22,75,Clear,clear sky,0.0,1019,1.54,320,0
11/03/2023 23:00:00,69.62,62.8,75,Clear,clear sky,0.0,1020,1.03,0,0
11/04/2023 00:00:00,72.59,62.51,66,Clear,clear sky,0.0,1020,2.06,250,0
11/04/2023 01:00:00,75.74,66.54,61,Clouds,few clouds,0.0,1020,5.66,180,20
11/04/2023 02:00:00,77.76,69.04,58,Clouds,scattered clouds,0.0,1019,7.72,200,40
11/04/2023 03:00:00,79.59,72.05,54,Clouds,broken clouds,0.0,1019,7.2,200,75
11/04/2023 04:00:00,80.58,74.61,53,Clouds,broken clouds,0.0,1018,6.17,190,75
11/04/2023 05:00:00,79.79,75.61,57,Clouds,broken clouds,0.0,1018,6.17,180,75
11/04/2023 06:00:00,80.58,75.61,58,Clouds,broken clouds,0.0,1019,5.14,170,75
11/04/2023 07:00:00,76.78,72.66,65,Clouds,broken clouds,0.0,1019,5.14,170,75
11/04/2023 08:00:00,76.05,71.74,69,Clouds,broken clouds,0.0,1020,3.09,180,75
11/04/2023 09:00:00,73.63,69.62,72,Clouds,broken clouds,0.0,1020,3.6,180,75
11/04/2023 10:00:00,75.61,66.74,77,Clouds,broken clouds,0.0,1021,4.12,160,75
11/04/2023 11:00:00,71.64,65.61,79,Clouds,broken clouds,0.0,1021,4.12,140,75
11/04/2023 12:00:00,70.65,66.79,79,Clouds,broken clouds,0.0,1021,3.09,140,75
11/04/2023 13:00:00,72.63,62.62,79,Clouds,broken clouds,0.0,1022,3.09,150,75
11/04/2023 14:00:00,68.65,62.62,82,Clouds,broken clouds,0.0,1022,2.06,0,75
11/04/2023 15:00:00,71.55,61.61,82,Clouds,broken clouds,0.0,1023,2.06,40,75
11/04/2023 16:00:00,70.56,61.61,85,Clouds,broken clouds,0.0,1023,4.12,50,75
11/04/2023 17:00:00,69.55,62.74,83,Clouds,broken clouds,0.0,1023,3.6,360,75
11/04/2023 18:00:00,68.56,62.62,82,Clouds,broken clouds,0.0,1023,3.6,10,75
11/04/2023 19:00:00,68.56,60.75,79,Clouds,broken clouds,0.0,1024,3.6,360,75
11/04/2023 20:00:00,65.82,62.62,77,Clouds,broken clouds,0.0,1024,3.6,360,75
11/04/2023 21:00:00,65.82,62.55,77,Clouds,broken clouds,0.0,1024,3.6,20,75
11/04/2023 22:00:00,65.82,62.62,76,Clouds,broken clouds,0.0,1025,3.6,10,75
11/04/2023 23:00:00,69.78,63.75,74,Clouds,broken clouds,0.0,1026,5.14,10,75
11/05/2023 00:00:00,69.55,65.66,76,Clouds,broken clouds,0.0,1026,5.14,20,75
11/05/2023 01:00:00,71.74,68.61,71,Clouds,few clouds,0.0,1026,4.12,20,20
11/05/2023 02:00:00,76.55,70.05,71,Clouds,scattered clouds,0.0,1026,3.09,30,40
11/05/2023 03:00:00,77.79,70.05,68,Clouds,broken clouds,0.0,1025,1.54,20,75
11/05/2023 04:00:00,77.79,71.62,66,Clouds,broken clouds,0.0,1024,1.54,10,75
11/05/2023 05:00:00,76.78,72.05,66,Clouds,broken clouds,0.0,1024,1.54,360,75
11/05/2023 06:00:00,76.78,72.61,67,Clouds,broken clouds,0.0,1024,1.03,0,75
11/05/2023 07:00:00,73.8,70.66,73,Clouds,broken clouds,0.0,1024,1.03,0,75
11/05/2023 08:00:00,73.54,69.04,77,Clouds,broken clouds,0.0,1025,3.09,80,75
11/05/2023 09:00:00,73.54,67.75,82,Clouds,broken clouds,0.0,1025,3.6,70,75
11/05/2023 10:00:00,69.64,65.75,84,Clouds,broken clouds,0.0,1025,4.63,60,75
11/05/2023 11:00:00,69.42,64.62,85,Clouds,broken clouds,0.0,1025,6.17,60,75
11/05/2023 12:00:00,70.56,63.75,88,Clouds,few clouds,0.0,1025,4.63,60,20
11/05/2023 13:00:00,70.56,63.75,87,Clouds,few clouds,0.0,1025,3.09,40,20
11/05/2023 14:00:00,67.24,63.55,89,Clouds,broken clouds,0.0,1025,3.09,30,75
11/05/2023 15:00:00,66.63,64.54,89,Clouds,broken clouds,0.0,1024,3.09,40,75
11/05/2023 16:00:00,68.56,62.74,89,Clouds,broken clouds,0.0,1024,2.57,60,75
11/05/2023 17:00:00,68.56,61.75,90,Clouds,broken clouds,0.0,1023,2.06,60,75
11/05/2023 18:00:00,65.82,61.05,90,Clouds,broken clouds,0.0,1023,1.54,80,75
11/05/2023 19:00:00,68.56,60.75,91,Clouds,broken clouds,0.0,1022,2.06,50,75
11/05/2023 20:00:00,66.63,60.75,92,Rain,light intensity shower rain,0.36,1022,0.51,0,75
11/05/2023 21:00:00,68.56,60.62,93,Clouds,broken clouds,0.0,1021,1.54,70,75
11/05/2023 22:00:00,67.55,60.66,93,Clouds,broken clouds,0.0,1021,1.54,110,75
11/05/2023 23:00:00,68.56,62.46,90,Clouds,broken clouds,0.0,1021,2.06,130,75
11/06/2023 00:00:00,72.79,64.26,87,Clouds,broken clouds,0.0,1021,2.24,144,75
11/06/2023 01:00:00,75.54,70.56,80,Clouds,broken clouds,0.0,1020,3.6,180,75
11/06/2023 02:00:00,78.58,72.05,70,Clouds,broken clouds,0.0,1019,5.14,200,75
11/06/2023 03:00:00,77.79,75.25,68,Clouds,broken clouds,0.0,1018,4.63,180,75
11/06/2023 04:00:00,78.78,74.75,67,Clouds,broken clouds,0.0,1017,4.63,180,75
11/06/2023 05:00:00,78.58,72.93,70,Clouds,broken clouds,0.0,1016,6.17,180,75
11/06/2023 06:00:00,78.04,70.66,78,Clouds,broken clouds,0.0,1016,8.23,170,75
11/06/2023 07:00:00,75.54,69.75,82,Clouds,broken clouds,0.0,1016,5.66,190,75
11/06/2023 08:00:00,74.55,71.55,80,Clouds,broken clouds,0.0,1015,5.66,190,75
11/06/2023 09:00:00,74.55,72.05,80,Clouds,broken clouds,0.0,1015,7.2,190,75
11/06/2023 10:00:00,75.54,71.74,77,Clouds,broken clouds,0.0,1014,5.66,190,75
11/06/2023 11:00:00,75.54,71.74,78,Clouds,broken clouds,0.0,1014,8.23,210,75
11/06/2023 12:00:00,73.8,71.74,79,Rain,light intensity shower rain,0.25,1014,7.72,200,75
11/06/2023 13:00:00,75.54,71.74,78,Clouds,broken clouds,0.0,1013,5.66,180,75
11/06/2023 14:00:00,74.82,70.75,80,Clouds,broken clouds,0.0,1012,6.69,180,75
11/06/2023 15:00:00,74.64,71.74,83,Clouds,broken clouds,0.0,1010,8.23,180,75
11/06/2023 16:00:00,74.82,70.75,78,Clouds,broken clouds,0.0,1009,11.83,200,75
11/06/2023 17:00:00,74.82,70.61,79,Rain,light rain,0.59,1009,11.83,180,75
11/06/2023 18:00:00,74.8,71.62,83,Rain,light intensity shower rain,3.06,1008,13.38,180,75
11/06/2023 19:00:00,73.78,71.62,86,Rain,light intensity shower rain,0.9,1007,12.35,180,75
11/06/2023 20:00:00,73.63,70.61,87,Rain,shower rain,4.32,1006,13.38,190,75
11/06/2023 21:00:00,73.26,70.61,89,Mist,mist,0.0,1005,12.35,190,75
11/06/2023 22:00:00,73.96,71.62,87,Rain,light intensity shower rain,14.11,1004,13.38,190,75
11/06/2023 23:00:00,76.55,71.62,82,Clouds,broken clouds,0.0,1005,11.83,190,75
11/07/2023 00:00:00,77.56,72.05,81,Rain,light intensity shower rain,0.93,1006,14.92,210,75
11/07/2023 01:00:00,77.56,72.05,84,Thunderstorm,thunderstorm,1.46,1005,14.4,210,75
11/07/2023 02:00:00,79.56,70.79,79,Clouds,broken clouds,0.0,1005,13.38,200,75
11/07/2023 03:00:00,80.22,72.05,68,Clouds,scattered clouds,0.0,1004,11.83,190,40
11/07/2023 04:00:00,81.75,73.62,65,Clouds,scattered clouds,0.0,1003,9.77,190,40
11/07/2023 05:00:00,80.64,74.73,64,Clouds,broken clouds,0.0,1004,6.69,190,75
11/07/2023 06:00:00,78.78,75.61,63,Clouds,broken clouds,0.0,1004,9.26,190,75
11/07/2023 07:00:00,79.63,73.62,63,Clouds,broken clouds,0.0,1005,8.75,220,75
11/07/2023 08:00:00,77.63,70.79,68,Clouds,few clouds,0.0,1006,7.2,200,20
11/07/2023 09:00:00,75.61,66.74,67,Clouds,few clouds,0.0,1008,5.66,210,20
11/07/2023 10:00:00,72.55,66.78,83,Clouds,scattered clouds,0.0,1009,6.17,10,40
11/07/2023 11:00:00,71.55,65.55,79,Clouds,few clouds,0.0,1010,7.72,360,20
11/07/2023 12:00:00,71.55,64.26,77,Clouds,broken clouds,0.0,1011,7.2,10,75
11/07/2023 13:00:00,69.55,61.75,64,Clouds,broken clouds,0.0,1012,6.17,360,75
11/07/2023 14:00:00,64.63,62.55,59,Clouds,scattered clouds,0.0,1012,7.72,340,40
11/07/2023 15:00:00,67.62,60.04,54,Clouds,few clouds,0.0,1013,6.17,340,20
11/07/2023 16:00:00,67.62,58.6,55,Clouds,few clouds,0.0,1013,9.77,350,20
11/07/2023 17:00:00,66.61,61.05,53,Clear,clear sky,0.0,1013,9.26,350,0
11/07/2023 18:00:00,66.61,60.55,53,Clear,clear sky,0.0,1014,10.8,350,0
11/07/2023 19:00:00,66.61,57.61,55,Clear,clear sky,0.0,1015,9.26,350,0
11/07/2023 20:00:00,65.62,55.62,56,Clear,clear sky,0.0,1016,5.14,10,0
11/07/2023 21:00:00,65.62,53.62,58,Clear,clear sky,0.0,1017,6.69,30,0
11/07/2023 22:00:00,65.62,56.75,58,Clouds,scattered clouds,0.0,1018,6.17,20,40
11/07/2023 23:00:00,67.55,57.61,54,Clouds,scattered clouds,0.0,1019,5.66,10,40
11/08/2023 00:00:00,68.76,61.61,51,Clouds,few clouds,0.0,1020,5.14,10,20
11/08/2023 01:00:00,70.59,63.66,49,Clouds,few clouds,0.0,1020,4.12,50,20
11/08/2023 02:00:00,71.55,65.66,47,Clouds,few clouds,0.0,1020,4.12,60,20
11/08/2023 03:00:00,73.58,67.62,42,Clouds,few clouds,0.0,1020,2.57,60,20
11/08/2023 04:00:00,71.8,67.62,44,Clouds,few clouds,0.0,1019,3.09,40,20
11/08/2023 05:00:00,74.79,67.62,41,Clouds,few clouds,0.0,1019,2.57,40,20
11/08/2023 06:00:00,73.58,67.62,40,Clouds,few clouds,0.0,1018,2.06,40,20
11/08/2023 07:00:00,70.59,66.74,49,Clouds,few clouds,0.0,1019,3.09,90,20
11/08/2023 08:00:00,69.62,64.62,53,Clouds,few clouds,0.0,1019,5.66,120,20
11/08/2023 09:00:00,65.79,62.62,58,Clouds,few clouds,0.0,1020,5.66,120,20
11/08/2023 10:00:00,67.62,59.61,60,Clear,clear sky,0.0,1021,5.14,100,0
11/08/2023 11:00:00,66.61,57.61,61,Clear,clear sky,0.0,1021,5.14,90,0
11/08/2023 12:00:00,66.61,56.61,64,Clear,clear sky,0.0,1022,4.12,100,0
11/08/2023 13:00:00,67.55,57.79,65,Clear,clear sky,0.0,1022,5.14,90,0
11/08/2023 14:00:00,67.55,56.05,66,Clear,clear sky,0.0,1023,4.63,60,0
11/08/2023 15:00:00,65.62,55.8,66,Clouds,few clouds,0.0,1023,4.63,50,20
11/08/2023 16:00:00,64.62,55.62,67,Clouds,few clouds,0.0,1024,4.12,40,20
11/08/2023 17:00:00,63.55,55.62,71,Clouds,broken clouds,0.0,1024,3.6,20,75
11/08/2023 18:00:00,63.55,56.61,72,Clouds,broken clouds,0.0,1024,4.12,20,75
11/08/2023 19:00:00,62.55,56.55,72,Clouds,broken clouds,0.0,1024,4.63,10,75
11/08/2023 20:00:00,62.55,56.61,72,Clouds,broken clouds,0.0,1024,4.63,10,75
11/08/2023 21:00:00,61.56,56.05,72,Clouds,broken clouds,0.0,1024,3.6,10,75
11/08/2023 22:00:00,61.56,56.61,74,Clouds,broken clouds,0.0,1025,4.12,360,75
11/08/2023 23:00:00,61.56,56.05,71,Clouds,broken clouds,0.0,1025,3.09,360,75
11/09/2023 00:00:00,63.79,58.75,70,Clouds,broken clouds,0.0,1026,4.12,10,75
11/09/2023 01:00:00,67.24,61.05,64,Clouds,broken clouds,0.0,1025,3.09,360,75
11/09/2023 02:00:00,70.75,63.05,53,Clouds,broken clouds,0.0,1025,2.06,40,75
11/09/2023 03:00:00,73.74,65.05,50,Clouds,broken clouds,0.0,1024,2.57,50,75
11/09/2023 04:00:00,72.79,66.61,51,Clouds,broken clouds,0.0,1023,1.54,60,75
11/09/2023 05:00:00,73.74,67.6,48,Clouds,broken clouds,0.0,1023,1.54,30,75
11/09/2023 06:00:00,73.58,67.62,48,Clouds,scattered clouds,0.0,1023,1.54,130,40
11/09/2023 07:00:00,69.8,67.53,51,Clouds,broken clouds,0.0,1023,1.03,0,75
11/09/2023 08:00:00,70.63,65.61,55,Clouds,scattered clouds,0.0,1023,1.54,110,40
11/09/2023 09:00:00,70.63,63.61,58,Clouds,few clouds,0.0,1023,1.54,130,20
11/09/2023 10:00:00,69.62,61.61,61,Clouds,scattered clouds,0.0,1023,3.09,120,40
11/09/2023 11:00:00,70.63,59.76,69,Clouds,scattered clouds,0.0,1023,3.09,130,40
11/09/2023 12:00:00,69.62,58.75,72,Clouds,broken clouds,0.0,1023,2.57,130,75
11/09/2023 13:00:00,66.63,59.61,73,Clouds,broken clouds,0.0,1023,1.54,0,75
11/09/2023 14:00:00,69.62,57.61,74,Clouds,broken clouds,0.0,1023,1.03,0,75
11/09/2023 15:00:00,68.63,56.05,66,Clouds,broken clouds,0.0,1022,1.54,320,75
11/09/2023 16:00:00,67.62,56.05,68,Clouds,broken clouds,0.0,1021,1.54,330,75
11/09/2023 17:00:00,66.61,55.8,68,Clouds,few clouds,0.0,1021,2.57,300,20
11/09/2023 18:00:00,65.62,54.05,72,Clouds,few clouds,0.0,1021,3.09,300,20
11/09/2023 19:00:00,65.62,56.05,72,Clouds,scattered clouds,0.0,1020,2.57,310,40
11/09/2023 20:00:00,64.62,55.26,73,Clouds,scattered clouds,0.0,1020,1.54,320,40
11/09/2023 21:00:00,64.62,54.79,71,Clouds,broken clouds,0.0,1019,2.57,20,75
11/09/2023 22:00:00,62.55,55.8,73,Clouds,broken clouds,0.0,1019,2.57,10,75
11/09/2023 23:00:00,63.55,57.25,68,Clouds,broken clouds,0.0,1019,2.57,30,75
11/10/2023 00:00:00,63.55,58.24,70,Rain,light rain,0.39,1019,1.54,20,75
11/10/2023 01:00:00,64.54,61.25,67,Clouds,broken clouds,0.0,1018,2.57,40,75
11/10/2023 02:00:00,64.54,59.61,70,Rain,light intensity shower rain,4.6,1018,2.06,40,75
11/10/2023 03:00:00,63.79,58.24,76,Rain,light intensity shower rain,0.24,1017,1.54,80,75
11/10/2023 04:00:00,62.22,59.25,78,Rain,light intensity shower rain,2.33,1015,1.03,0,75
11/10/2023 05:00:00,62.78,59.56,79,Rain,light intensity shower rain,1.51,1014,2.57,130,75
11/10/2023 06:00:00,64.54,59.25,84,Rain,light intensity shower rain,4.42,1013,4.12,160,75
11/10/2023 07:00:00,65.82,58.6,88,Rain,light intensity shower rain,1.34,1012,7.2,180,75
11/10/2023 08:00:00,65.66,57.61,90,Rain,light intensity shower rain,0.41,1011,4.63,200,75
11/10/2023 09:00:00,64.02,57.58,90,Mist,mist,0.0,1011,4.63,240,75
11/10/2023 10:00:00,63.66,57.61,90,Clouds,overcast clouds,0.0,1011,0.45,338,100
11/10/2023 11:00:00,61.75,57.58,90,Clouds,broken clouds,0.0,1010,3.09,320,75
11/10/2023 12:00:00,62.55,57.06,89,Rain,moderate rain,1.1,1011,4.12,320,75
11/10/2023 13:00:00,62.55,58.05,84,Rain,light rain,0.42,1009,3.09,310,75
11/10/2023 14:00:00,62.55,57.06,84,Clouds,broken clouds,0.0,1009,2.57,330,75
11/10/2023 15:00:00,62.55,57.25,82,Clouds,broken clouds,0.0,1009,3.6,330,75
11/10/2023 16:00:00,62.55,57.61,79,Clouds,scattered clouds,0.0,1009,2.06,310,40
11/10/2023 17:00:00,62.55,57.61,80,Clear,clear sky,0.0,1009,4.12,30,0
11/10/2023 18:00:00,63.05,58.55,66,Clear,clear sky,0.0,1010,9.77,340,0
11/10/2023 19:00:00,62.55,58.55,59,Clear,clear sky,0.0,1011,11.83,340,0
11/10/2023 20:00:00,61.56,56.25,56,Clear,clear sky,0.0,1011,11.32,350,0
11/10/2023 21:00:00,60.55,54.75,51,Clouds,broken clouds,0.0,1013,11.32,350,75
11/10/2023 22:00:00,59.63,54.05,48,Clouds,broken clouds,0.0,1014,14.4,340,75
11/10/2023 23:00:00,59.63,55.26,49,Clouds,broken clouds,0.0,1015,11.32,360,75
11/11/2023 00:00:00,59.63,55.31,48,Clouds,broken clouds,0.0,1017,10.29,350,75
11/11/2023 01:00:00,59.56,55.58,49,Clouds,broken clouds,0.0,1016,9.77,360,75
11/11/2023 02:00:00,60.62,56.59,48,Clouds,broken clouds,0.0,1017,9.26,360,75
11/11/2023 03:00:00,60.62,57.58,45,Clouds,broken clouds,0.0,1016,7.72,360,75
11/11/2023 04:00:00,60.04,56.75,45,Clouds,broken clouds,0.0,1016,8.23,360,75
11/11/2023 05:00:00,60.42,56.61,44,Clouds,broken clouds,0.0,1017,7.72,10,75
11/11/2023 06:00:00,58.8,56.61,50,Clouds,broken clouds,0.0,1017,4.63,40,75
11/11/2023 07:00:00,58.8,56.55,52,Clouds,broken clouds,0.0,1018,4.63,70,75
11/11/2023 08:00:00,58.66,55.62,54,Clouds,broken clouds,0.0,1019,4.12,70,75
11/11/2023 09:00:00,60.55,54.61,54,Clouds,broken clouds,0.0,1020,4.63,70,75
11/11/2023 10:00:00,60.55,53.62,51,Clouds,broken clouds,0.0,1019,5.14,50,75
11/11/2023 11:00:00,60.62,53.26,50,Clouds,broken clouds,0.0,1020,3.6,40,75
11/11/2023 12:00:00,59.63,50.76,48,Clouds,broken clouds,0.0,1021,2.24,334,75
11/11/2023 13:00:00,58.55,52.05,46,Clouds,broken clouds,0.0,1021,4.63,20,75
11/11/2023 14:00:00,57.61,51.26,51,Clouds,broken clouds,0.0,1021,5.66,30,75
11/11/2023 15:00:00,55.02,50.61,54,Clouds,broken clouds,0.0,1021,4.63,20,75
11/11/2023 16:00:00,56.55,50.61,56,Clouds,broken clouds,0.0,1021,5.14,20,75
11/11/2023 17:00:00,53.22,50.25,54,Clouds,broken clouds,0.0,1020,4.63,20,75
11/11/2023 18:00:00,55.54,49.78,56,Clouds,broken clouds,0.0,1019,5.14,10,75
11/11/2023 19:00:00,55.54,49.24,57,Clouds,broken clouds,0.0,1019,5.14,10,75
11/11/2023 20:00:00,55.54,49.24,55,Rain,light rain,0.67,1018,4.12,10,75
11/11/2023 21:00:00,55.54,49.24,56,Rain,light rain,0.18,1019,3.6,360,75
11/11/2023 22:00:00,55.54,46.74,57,Clouds,broken clouds,0.0,1019,2.57,20,75
11/11/2023 23:00:00,52.75,45.75,75,Rain,light rain,0.79,1019,3.6,20,75
11/12/2023 00:00:00,54.55,46.8,79,Rain,light rain,0.12,1019,3.6,10,75
11/12/2023 01:00:00,54.55,46.74,84,Clouds,broken clouds,0.0,1019,2.57,360,75
11/12/2023 02:00:00,53.55,47.75,83,Rain,light rain,0.32,1017,4.12,360,75
11/12/2023 03:00:00,52.56,47.75,83,Rain,light rain,0.24,1016,4.63,20,75
11/12/2023 04:00:00,52.75,49.62,81,Clouds,broken clouds,0.0,1014,4.12,350,75
11/12/2023 05:00:00,52.75,50.61,79,Clouds,broken clouds,0.0,1013,4.63,10,75
11/12/2023 06:00:00,51.8,50.61,78,Clouds,broken clouds,0.0,1013,3.09,360,75
11/12/2023 07:00:00,51.78,50.59,76,Clouds,broken clouds,0.0,1013,3.6,10,75
11/12/2023 08:00:00,51.42,49.55,75,Clouds,broken clouds,0.0,1012,2.57,20,75
11/12/2023 09:00:00,54.55,46.74,75,Clouds,broken clouds,0.0,1012,3.09,20,75
11/12/2023 10:00:00,55.54,46.74,73,Clouds,broken clouds,0.0,1012,2.57,60,75
11/12/2023 11:00:00,54.55,47.75,73,Clouds,broken clouds,0.0,1011,3.09,40,75
11/12/2023 12:00:00,54.55,47.75,73,Clouds,broken clouds,0.0,1011,4.12,10,75
11/12/2023 13:00:00,54.55,47.75,73,Clouds,broken clouds,0.0,1011,4.63,360,75
11/12/2023 14:00:00,52.56,46.74,78,Clouds,scattered clouds,0.0,1010,4.63,10,40
11/12/2023 15:00:00,51.55,46.74,83,Clouds,broken clouds,0.0,1010,4.63,350,75
11/12/2023 16:00:00,51.55,46.26,85,Clouds,broken clouds,0.0,1010,6.17,350,75
11/12/2023 17:00:00,49.66,46.74,85,Clouds,broken clouds,0.0,1010,6.69,350,75
11/12/2023 18:00:00,49.66,46.54,83,Clouds,broken clouds,0.0,1010,6.17,350,75
11/12/2023 19:00:00,49.66,44.46,81,Clouds,broken clouds,0.0,1010,6.69,360,75
11/12/2023 20:00:00,49.66,44.8,78,Clouds,broken clouds,0.0,1010,7.72,10,75
11/12/2023 21:00:00,47.82,44.8,77,Clouds,broken clouds,0.0,1011,7.2,20,75
11/12/2023 22:00:00,48.25,44.26,78,Clouds,broken clouds,0.0,1012,5.66,30,75
11/12/2023 23:00:00,51.55,43.75,72,Clouds,broken clouds,0.0,1012,4.63,30,75
11/13/2023 00:00:00,50.65,47.05,65,Clouds,broken clouds,0.0,1013,4.12,10,75
11/13/2023 01:00:00,54.25,47.75,55,Clouds,broken clouds,0.0,1011,5.14,10,75
11/13/2023 02:00:00,57.25,49.75,53,Clouds,broken clouds,0.0,1013,6.17,340,75
11/13/2023 03:00:00,57.79,54.05,47,Clouds,scattered clouds,0.0,1012,6.17,340,40
11/13/2023 04:00:00,61.25,58.6,38,Clouds,broken clouds,0.0,1011,9.26,340,75
11/13/2023 05:00:00,61.36,60.26,42,Clouds,overcast clouds,0.0,1012,2.43,31,97
11/13/2023 06:00:00,61.59,59.61,28,Clouds,few clouds,0.0,1010,8.23,340,20
11/13/2023 07:00:00,60.62,58.24,28,Clouds,few clouds,0.0,1010,7.72,330,20
11/13/2023 08:00:00,58.66,55.54,31,Clouds,few clouds,0.0,1011,9.77,330,20
11/13/2023 09:00:00,56.82,51.8,37,Clouds,few clouds,0.0,1012,8.75,330,20
11/13/2023 10:00:00,54.63,48.74,39,Clouds,few clouds,0.0,1014,7.2,330,20
11/13/2023 11:00:00,53.62,47.05,40,Clouds,few clouds,0.0,1014,7.2,340,20
11/13/2023 12:00:00,53.62,46.62,43,Clouds,few clouds,0.0,1015,8.75,340,20
11/13/2023 13:00:00,53.55,44.62,44,Clouds,few clouds,0.0,1015,7.2,350,20
11/13/2023 14:00:00,53.55,45.05,43,Clouds,few clouds,0.0,1016,9.77,340,20
11/13/2023 15:00:00,53.22,48.25,39,Clear,clear sky,0.0,1016,7.72,340,0
11/13/2023 16:00:00,53.55,45.25,41,Clear,clear sky,0.0,1017,5.14,290,0
11/13/2023 17:00:00,52.56,43.25,42,Clear,clear sky,0.0,1017,5.66,320,0
11/13/2023 18:00:00,49.64,46.02,44,Clear,clear sky,0.0,1017,4.12,310,0
11/13/2023 19:00:00,52.56,42.04,46,Clear,clear sky,0.0,1017,3.09,280,0
11/13/2023 20:00:00,50.56,45.59,46,Clear,clear sky,0.0,1018,2.06,290,0
11/13/2023 21:00:00,49.55,45.59,48,Clear,clear sky,0.0,1018,3.09,290,0
11/13/2023 22:00:00,50.56,46.02,51,Clouds,few clouds,0.0,1019,4.63,270,20
11/13/2023 23:00:00,54.79,47.59,46,Clouds,few clouds,0.0,1020,5.14,290,20
11/14/2023 00:00:00,54.95,49.91,41,Clear,clear sky,0.0,1021,3.6,290,0
11/14/2023 01:00:00,59.79,54.66,34,Clouds,few clouds,0.0,1020,2.57,290,20
11/14/2023 02:00:00,63.25,58.62,29,Clouds,few clouds,0.0,1020,2.57,300,20
11/14/2023 03:00:00,64.8,59.67,28,Clouds,few clouds,0.0,1019,2.57,10,20
11/14/2023 04:00:00,65.05,61.66,30,Clouds,few clouds,0.0,1017,3.09,120,20
11/14/2023 05:00:00,64.26,61.66,36,Clouds,few clouds,0.0,1020,2.57,140,20
11/14/2023 06:00:00,65.05,61.66,42,Clouds,few clouds,0.0,1019,2.06,100,20
11/14/2023 07:00:00,63.79,59.67,39,Clouds,few clouds,0.0,1019,3.6,140,20
11/14/2023 08:00:00,63.63,58.6,44,Clouds,few clouds,0.0,1019,3.09,140,20
11/14/2023 09:00:00,60.64,55.62,50,Clouds,few clouds,0.0,1020,3.09,140,20
11/14/2023 10:00:00,61.63,52.61,53,Clouds,broken clouds,0.0,1020,2.57,120,75
11/14/2023 11:00:00,60.62,51.8,54,Clouds,scattered clouds,0.0,1020,3.6,110,40
11/14/2023 12:00:00,63.55,51.8,56,Clouds,broken clouds,0.0,1021,3.09,100,75
11/14/2023 13:00:00,62.22,51.04,51,Clouds,broken clouds,0.0,1021,3.6,90,75
11/14/2023 14:00:00,54.64,50.61,62,Clouds,broken clouds,0.0,1021,5.66,310,75
11/14/2023 15:00:00,55.02,51.26,67,Clouds,broken clouds,0.0,1021,5.66,350,75
11/14/2023 16:00:00,56.55,50.25,67,Clouds,broken clouds,0.0,1022,6.17,360,75
11/14/2023 17:00:00,55.02,49.24,66,Clouds,broken clouds,0.0,1022,6.17,360,75
11/14/2023 18:00:00,54.55,49.24,68,Clouds,broken clouds,0.0,1022,6.69,360,75
11/14/2023 19:00:00,55.02,49.24,67,Clouds,broken clouds,0.0,1022,6.17,360,75
11/14/2023 20:00:00,54.55,48.25,67,Clouds,broken clouds,0.0,1023,5.66,360,75
11/14/2023 21:00:00,54.55,48.54,67,Clouds,broken clouds,0.0,1023,5.14,350,75
11/14/2023 22:00:00,54.55,46.74,65,Clouds,broken clouds,0.0,1023,5.66,350,75
11/14/2023 23:00:00,53.55,48.74,66,Clouds,broken clouds,0.0,1024,5.66,350,75
11/15/2023 00:00:00,55.02,50.79,64,Clouds,broken clouds,0.0,1024,6.69,360,75
11/15/2023 01:00:00,56.75,52.05,61,Clouds,broken clouds,0.0,1023,4.63,340,75
11/15/2023 02:00:00,58.59,54.64,58,Clouds,broken clouds,0.0,1024,4.63,340,75
11/15/2023 03:00:00,59.56,55.63,60,Clouds,broken clouds,0.0,1023,4.63,10,75
11/15/2023 04:00:00,59.59,55.96,58,Clouds,broken clouds,0.0,1022,4.63,360,75
11/15/2023 05:00:00,60.55,56.61,60,Clouds,broken clouds,0.0,1022,4.63,20,75
11/15/2023 06:00:00,60.55,55.74,62,Clouds,broken clouds,0.0,1022,4.63,10,75
11/15/2023 07:00:00,60.55,54.75,64,Clouds,broken clouds,0.0,1022,3.09,20,75
11/15/2023 08:00:00,60.55,52.75,64,Clouds,broken clouds,0.0,1022,3.6,360,75
11/15/2023 09:00:00,56.82,51.62,68,Clouds,broken clouds,0.0,1023,3.6,360,75
11/15/2023 10:00:00,57.61,48.74,70,Clouds,broken clouds,0.0,1023,2.57,10,75
11/15/2023 11:00:00,57.61,50.25,72,Clouds,few clouds,0.0,1023,2.57,360,20
11/15/2023 12:00:00,57.61,48.61,72,Clouds,few clouds,0.0,1024,3.09,350,20
11/15/2023 13:00:00,57.61,48.61,73,Clouds,scattered clouds,0.0,1024,4.12,350,40
11/15/2023 14:00:00,56.62,47.05,69,Clouds,few clouds,0.0,1024,3.09,360,20
11/15/2023 15:00:00,56.62,47.79,76,Clouds,few clouds,0.0,1024,4.12,320,20
11/15/2023 16:00:00,53.55,48.78,76,Clear,clear sky,0.0,1024,4.12,350,0
